,accident_year,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,local_authority_district,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,enhanced_severity_collision
local_authority_district,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
first_road_class,,-0.03484085664006248,0.04427125492784033,-0.03388481359871695,0.044188005539850965,0.04457623253216713,0.0022278685002530027,-0.11321569925340158,-0.07697689991390584,-0.00012480303508739278,,1.0,-0.5137429913849568,0.25880600859301384,-0.23971474987478192,0.03913922779873373,0.08051269119274491,0.09464309935095859,-0.02513524105939033,-0.018274770391662688,-0.09055736899556041,-0.03953662128751287,-0.015244088148183269,-0.014848021668760144,-0.006699372439698659,-0.0012288940816139095,-0.15401153434564108,0.05649378042740986,0.22020798690090712,0.0769289855808561
first_road_number,,-0.0515361978014295,0.021030898679003637,-0.051971309063016155,0.021578658664034307,0.004935317032732983,-0.021777526972569135,0.053957881752305925,0.04767346683079125,0.0016595353190523494,,-0.5137429913849568,1.0,-0.11625413058121899,0.11038696748247863,0.001087669193828632,-0.02178545089691032,-0.01819277635003531,0.049071818149491464,-0.007506939261350453,0.07010959824845385,0.025404801937615348,0.007176818647152643,0.013281971737429081,-0.008975743138234809,-0.015618384928642582,0.08277554869010718,-0.0499421132187019,-0.0418549542954968,-0.00433490538899712
road_type,,0.007858157094791476,-0.003649618505528183,0.008024061505714157,-0.003942227655765607,-0.01813808042497592,-0.010954025034904965,-0.0545879096116875,-0.032738355527676746,0.004510824542152243,,0.25880600859301384,-0.11625413058121899,1.0,-0.16970197817196492,0.09564796892225219,0.03982705663921978,0.060230110459750096,-0.059580254127046144,0.10399710226323765,0.026829332002937623,-0.022368010460221743,0.03615724272143309,0.03166864173266056,0.08958371280805341,0.09229830692918897,-0.05309579855129401,0.07637579063384883,0.14676078117891023,-0.009882069374833097
speed_limit,,-0.13045699666288066,0.081748590524507,-0.12859651800602137,0.08188402088781362,0.3002975010516028,-0.08667554747443029,0.06758079600045554,0.18206675034082295,-0.005957404589960927,,-0.23971474987478192,0.11038696748247863,-0.16970197817196492,1.0,-0.2573270981000114,-0.23432066059046205,-0.25787667599667263,-0.20347480208921667,-0.16882210108051743,-0.2607577086533583,0.035622521178051675,-0.014089690202339796,0.0582907119942914,-0.08223137290914562,-0.0766916502908151,0.5888480249736845,-0.222329636349555,-0.29229053186590964,0.19587434731434294
junction_detail,,0.06934431236965928,-0.0380201722313883,0.06812757560284502,-0.03804277708603948,-0.18269926038080234,0.05933544574228696,0.06645342597350298,-0.04167687175371177,0.00045992304936025725,,0.03913922779873373,0.001087669193828632,0.09564796892225219,-0.2573270981000114,1.0,0.7018638595253268,0.7424690673989423,0.6748305700034053,0.13597856647510542,0.2164870697725898,-0.024764389356006614,0.021577923010002303,-0.00811324396045767,0.07993231707915445,0.06819240712971301,-0.2494298208726731,0.08891860712985661,0.14987384460712194,-0.1347938558991875
junction_control,,0.06146617572067769,-0.051559388771359745,0.06064436551405672,-0.05125863264815833,-0.13753976706793164,0.06295671956585433,0.08106917685547485,-0.05367271793963037,0.0007767635861987645,,0.08051269119274491,-0.02178545089691032,0.03982705663921978,-0.23432066059046205,0.7018638595253268,1.0,0.8106424267234499,0.7130462660858972,0.12159312737634534,0.1251402542032354,-0.040151481569887855,0.012802681884912086,-0.0014016512839645553,0.08290035886653986,0.07713318233615864,-0.21379730285469156,0.09726645192802684,0.150580029740913,-0.1432365653821316
second_road_class,,0.0500644554084909,-0.041868063787113344,0.04914145355906153,-0.0415178544882211,-0.12517777380635814,0.05544915579129819,0.0714867199007742,-0.04787800742199073,-0.0011249419015437099,,0.09464309935095859,-0.01819277635003531,0.060230110459750096,-0.25787667599667263,0.7424690673989423,0.8106424267234499,1.0,0.571743831609164,0.08666470582367775,0.1462332384801588,-0.03941675799871804,0.004123268061628298,-0.01975356254575055,0.04563410479159717,0.03632894785612643,-0.2564785842931232,0.08009568189853328,0.17033492605686695,-0.11480550968980438
second_road_number,,0.05650124106776684,-0.03403694832523431,0.05566560092791352,-0.03384462144275546,-0.13990090075519365,0.06870534360582238,0.07964049621500213,-0.042335409162512716,-0.0012125996207070883,,-0.02513524105939033,0.049071818149491464,-0.059580254127046144,-0.20347480208921667,0.6748305700034053,0.7130462660858972,0.571743831609164,1.0,0.09154098384699637,0.20401263147549803,-0.020611234177757672,0.007422843078248342,-0.019276481940077913,0.04329277238887735,0.030132542162538124,-0.2096083772567114,0.08990349441119747,0.12920248748308677,-0.12410553901133
pedestrian_crossing_human_control,,0.12359775435414258,-0.09041797139422689,0.12242390759243345,-0.09080846139037364,-0.195522020224132,0.08041230522547886,0.001841166243039931,-0.06496993542532097,0.0028613734810481652,,-0.018274770391662688,-0.007506939261350453,0.10399710226323765,-0.16882210108051743,0.13597856647510542,0.12159312737634534,0.08666470582367775,0.09154098384699637,1.0,0.5494825840008024,-0.013742578174838944,0.09380413677163546,0.05837152783777238,0.6307679906967988,0.6299808694810141,-0.13912888903434745,0.27734252493098605,0.0809942117353072,-0.17728067454276766
pedestrian_crossing_physical_facilities,,0.1242490931736747,-0.08782556323930708,0.1226957755281878,-0.08794976919177165,-0.2214714802248398,0.06765948795429733,-0.04041893287393438,-0.07899158942320901,0.004708599504601213,,-0.09055736899556041,0.07010959824845385,0.026829332002937623,-0.2607577086533583,0.2164870697725898,0.1251402542032354,0.1462332384801588,0.20401263147549803,0.5494825840008024,1.0,0.0005824644228836183,0.058034696043222665,0.019916243122607057,0.40361165960588,0.3949438641639303,-0.28225133983372164,0.21829144809767334,0.1321538480069734,-0.18797236737383413
light_conditions,,0.00708812888560944,-0.001712180957711461,0.006859238022378911,-0.0017069064776012778,-0.009652536215172265,-0.04259487979393073,-0.0862808273088778,0.02510101312445855,0.011232852366569216,,-0.03953662128751287,0.025404801937615348,-0.022368010460221743,0.035622521178051675,-0.024764389356006614,-0.040151481569887855,-0.03941675799871804,-0.020611234177757672,-0.013742578174838944,0.0005824644228836183,1.0,0.14943079612701485,0.21343105876284044,-0.003473095481699484,0.004598791056134929,0.019851570244090583,-0.06537498486430027,-0.01549255290615218,0.002778787049918489
weather_conditions,,0.008459876085304007,0.0004636679615760152,0.00828796622505936,0.0004639780045305309,-0.04409263356971524,0.02695643106452009,-0.0387869414136901,-0.013119011757432545,0.005697303670552919,,-0.015244088148183269,0.007176818647152643,0.03615724272143309,-0.014089690202339796,0.021577923010002303,0.012802681884912086,0.004123268061628298,0.007422843078248342,0.09380413677163546,0.058034696043222665,0.14943079612701485,1.0,0.5314879029782174,0.08825279110400826,0.08823652747439517,-0.01489698985074516,0.06810659218331498,-0.012293874079702859,-0.02837364614306326
road_surface_conditions,,-0.025068949509924873,0.011363985657828332,-0.02534955642701588,0.011449950853948815,0.00421923838748195,-0.0009826725235499057,-0.03905950840823041,0.021221340419716926,0.006444109994466534,,-0.014848021668760144,0.013281971737429081,0.03166864173266056,0.0582907119942914,-0.00811324396045767,-0.0014016512839645553,-0.01975356254575055,-0.019276481940077913,0.05837152783777238,0.019916243122607057,0.21343105876284044,0.5314879029782174,1.0,0.10808313684858384,0.1053103637755904,0.055757359928510525,-0.06763418646465671,-0.040551228077928915,-0.002075044678005025
special_conditions_at_site,,0.06736194666250418,-0.06420727221221195,0.0665788720447789,-0.06436967799989286,-0.11952681770748279,0.054963844332065755,0.0055482164513552265,-0.03930719920940815,0.0038851878707257172,,-0.006699372439698659,-0.008975743138234809,0.08958371280805341,-0.08223137290914562,0.07993231707915445,0.08290035886653986,0.04563410479159717,0.04329277238887735,0.6307679906967988,0.40361165960588,-0.003473095481699484,0.08825279110400826,0.10808313684858384,1.0,0.7305449059996065,-0.05921143756510618,0.17431355066888438,0.04274214144061608,-0.13423577780317625
carriageway_hazards,,0.06399166541011099,-0.06484137845668086,0.06313928879197037,-0.06501739086072811,-0.10650747152353131,0.043047580054170385,-0.008737804882768216,-0.03920150080456518,0.000970574193072063,,-0.0012288940816139095,-0.015618384928642582,0.09229830692918897,-0.0766916502908151,0.06819240712971301,0.07713318233615864,0.03632894785612643,0.030132542162538124,0.6299808694810141,0.3949438641639303,0.004598791056134929,0.08823652747439517,0.1053103637755904,0.7305449059996065,1.0,-0.05436975334403605,0.15380063468011224,0.03669592468954282,-0.12059975683663145
urban_or_rural_area,,-0.09712533729691318,0.02679963587263158,-0.09511823471041307,0.026917509514643955,0.2855847850358521,-0.08804213594390102,0.03327595526514269,0.16165904943609194,-0.005028510996176515,,-0.15401153434564108,0.08277554869010718,-0.05309579855129401,0.5888480249736845,-0.2494298208726731,-0.21379730285469156,-0.2564785842931232,-0.2096083772567114,-0.13912888903434745,-0.28225133983372164,0.019851570244090583,-0.01489698985074516,0.055757359928510525,-0.05921143756510618,-0.05436975334403605,1.0,-0.19841355479160935,-0.2718523220941154,0.1352410504701322
did_police_officer_attend_scene_of_accident,,0.0995698305727428,-0.05192977005772546,0.09922821736131983,-0.051995321009339346,-0.15337052020876496,0.20322979686667905,0.02243396520945388,-0.15123520714076763,0.00542892045543972,,0.05649378042740986,-0.0499421132187019,0.07637579063384883,-0.222329636349555,0.08891860712985661,0.09726645192802684,0.08009568189853328,0.08990349441119747,0.27734252493098605,0.21829144809767334,-0.06537498486430027,0.06810659218331498,-0.06763418646465671,0.17431355066888438,0.15380063468011224,-0.19841355479160935,1.0,0.13290354207990782,-0.09694772108083702
trunk_road_flag,,0.27133656856205707,-0.16219233346500092,0.2728696299331769,-0.1627517297028247,-0.34566669767649283,0.06664361941958914,-0.025990795593260133,-0.08499999782081039,0.006061410284047864,,0.22020798690090712,-0.0418549542954968,0.14676078117891023,-0.29229053186590964,0.14987384460712194,0.150580029740913,0.17033492605686695,0.12920248748308677,0.0809942117353072,0.1321538480069734,-0.01549255290615218,-0.012293874079702859,-0.040551228077928915,0.04274214144061608,0.03669592468954282,-0.2718523220941154,0.13290354207990782,1.0,-0.10634114551786424
enhanced_severity_collision,,-0.11347162058159659,0.23724245240973163,-0.1127829100943389,0.235077248477671,0.2602210616746836,-0.2980557712312692,-0.019798583196493236,0.08025092739033905,0.001465278859647009,,0.0769289855808561,-0.00433490538899712,-0.009882069374833097,0.19587434731434294,-0.1347938558991875,-0.1432365653821316,-0.11480550968980438,-0.12410553901133,-0.17728067454276766,-0.18797236737383413,0.002778787049918489,-0.02837364614306326,-0.002075044678005025,-0.13423577780317625,-0.12059975683663145,0.1352410504701322,-0.09694772108083702,-0.10634114551786424,1.0
